SS-1 Robot Pose 
ID   x        y      
7154 -42.2045  30.8732 
7155 -42.2476  30.8735 
7156 -42.2916  30.8738 
7157 -42.3358  30.8741 
7158 -42.3795  30.8744 
7159 -42.4225  30.8747 
7160 -42.4670  30.8750 
7161 -42.5105  30.8753 
7162 -42.5545  30.8756 
7163 -42.5975  30.8759 
7164 -42.6418  30.8762 
7165 -42.6850  30.8765 
7166 -42.7293  30.8768 
7167 -42.7727  30.8771 
7168 -42.8166  30.8774 
7169 -42.8603  30.8777 
7170 -42.9034  30.8780 
7171 -42.9476  30.8783 
7172 -42.9907  30.8786 
7173 -43.0347  30.8789 
7174 -43.0785  30.8792 
7175 -43.1220  30.8795 
7176 -43.1652  30.8798 
7177 -43.2091  30.8801 
7178 -43.2528  30.8804 
7179 -43.2963  30.8807 
7180 -43.3399  30.8810 
7181 -43.3835  30.8813 
7182 -43.4271  30.8816 
7183 -43.4707  30.8819 
7184 -43.5142  30.8822 
7185 -43.5579  30.8825 
7186 -43.6013  30.8828 
7187 -43.6450  30.8831 
7188 -43.6888  30.8834 
7189 -43.7324  30.8837 
7190 -43.7756  30.8840 
7191 -43.8196  30.8843 
7192 -43.8627  30.8846 
7193 -43.9071  30.8849 
7194 -43.9505  30.8852 
7195 -43.9945  30.8855 
7196 -44.0382  30.8858 
7197 -44.0819  30.8861 
7198 -44.1256  30.8864 
7199 -44.1692  30.8867 
7200 -44.2124  30.8870 
7201 -44.2557  30.8873 
7202 -44.3003  30.8876 
7203 -44.3433  30.8879 
7204 -44.3880  30.8882 
7205 -44.4317  30.8885 
7206 -44.4749  30.8888 
7207 -44.5181  30.8891 
7208 -44.5631  30.8894 
7209 -44.6069  30.8897 
7210 -44.6503  30.8900 
7211 -44.6929  30.8903 
7212 -44.7378  30.8906 
7213 -44.7820  30.8909 
7214 -44.8257  30.8912 
7215 -44.8696  30.8915 
7216 -44.9132  30.8918 
7217 -44.9573  30.8921 
7218 -45.0009  30.8924 
7219 -45.0447  30.8927 
7220 -45.0875  30.8930 
7221 -45.1316  30.8933 
7222 -45.1761  30.8936 
7223 -45.2204  30.8939 
7224 -45.2640  30.8942 
7225 -45.3073  30.8945 
7226 -45.3515  30.8948 
7227 -45.3958  30.8951 
7228 -45.4389  30.8954 
7229 -45.4815  30.8957 
7230 -45.5269  30.8960 
7231 -45.5711  30.8963 
7232 -45.6145  30.8966 
7233 -45.6587  30.8969 
7234 -45.7020  30.8972 
7235 -45.7443  30.8975 
7236 -45.7902  30.8978 
7237 -45.8347  30.8981 
7238 -45.8785  30.8984 
7239 -45.9225  30.8987 
7240 -45.9656  30.8990 
7241 -46.0089  30.8993 
7242 -46.0539  30.8996 
7243 -46.0971  30.8999 
7244 -46.1401  30.9002 
7245 -46.1846  30.9005 
7246 -46.2284  30.9008 
7247 -46.2720  30.9011 
7248 -46.3166  30.9014 
7249 -46.3605  30.9017 
7250 -46.4036  30.9020 
7251 -46.4472  30.9022 
7252 -46.4917  30.9026 
7253 -46.5348  30.9029 
7254 -46.5779  30.9032 
7255 -46.6225  30.9035 
7256 -46.6666  30.9038 
7257 -46.7092  30.9041 
7258 -46.7520  30.9044 
7259 -46.7970  30.9047 
7260 -46.8405  30.9050 
7261 -46.8841  30.9053 
7262 -46.9288  30.9056 
7263 -46.9725  30.9059 
7264 -47.0157  30.9062 
7265 -47.0588  30.9065 
7266 -47.1018  30.9068 
7267 -47.1460  30.9071 
7268 -47.1907  30.9074 
7269 -47.2342  30.9077 
7270 -47.2769  30.9080 
7271 -47.3190  30.9083 
7272 -47.3636  30.9087 
7273 -47.4088  30.9090 
7274 -47.4524  30.9093 
7275 -47.4960  30.9096 
7276 -47.5395  30.9099 
7277 -47.5825  30.9102 
7278 -47.6262  30.9106 
7279 -47.6695  30.9109 
7280 -47.7113  30.9112 
7281 -47.7551  30.9115 
7282 -47.8001  30.9118 
7283 -47.8427  30.9122 
7284 -47.8867  30.9125 
7285 -47.9310  30.9128 
7286 -47.9735  30.9111 
7287 -48.0173  30.9067 
7288 -48.0611  30.9022 
7289 -48.1027  30.8978 
7290 -48.1466  30.8930 
7291 -48.1910  30.8877 
7292 -48.2339  30.8823 
7293 -48.2774  30.8765 
7294 -48.3208  30.8703 
7295 -48.3639  30.8639 
7296 -48.4072  30.8572 
7297 -48.4486  30.8504 
7298 -48.4916  30.8431 
7299 -48.5362  30.8351 
7300 -48.5794  30.8271 
7301 -48.6226  30.8188 
7302 -48.6657  30.8102 
7303 -48.7082  30.8015 
7304 -48.7500  30.7926 
7305 -48.7941  30.7829 
7306 -48.8374  30.7731 
7307 -48.8802  30.7631 
7308 -48.9216  30.7532 
7309 -48.9641  30.7425 
7310 -49.0058  30.7317 
7311 -49.0465  30.7207 
7312 -49.0875  30.7093 
7313 -49.1277  30.6979 
7314 -49.1687  30.6860 
7315 -49.2086  30.6742 
7316 -49.2499  30.6617 
7317 -49.2897  30.6493 
7318 -49.3307  30.6361 
7319 -49.3703  30.6231 
7320 -49.4110  30.6093 
7321 -49.4501  30.5955 
7322 -49.4904  30.5810 
7323 -49.5300  30.5662 
7324 -49.5691  30.5510 
7325 -49.6076  30.5356 
7326 -49.6468  30.5194 
7327 -49.6852  30.5028 
7328 -49.7233  30.4857 
7329 -49.7605  30.4685 
7330 -49.7985  30.4501 
7331 -49.8357  30.4315 
7332 -49.8716  30.4127 
7333 -49.9088  30.3925 
7334 -49.9448  30.3721 
7335 -49.9802  30.3513 
7336 -50.0155  30.3295 
7337 -50.0502  30.3072 
7338 -50.0846  30.2842 
7339 -50.1183  30.2606 
7340 -50.1518  30.2363 
7341 -50.1848  30.2115 
7342 -50.2172  30.1860 
7343 -50.2491  30.1600 
7344 -50.2808  30.1333 
7345 -50.3119  30.1062 
7346 -50.3426  30.0785 
7347 -50.3729  30.0503 
7348 -50.4027  30.0215 
7349 -50.4321  29.9924 
7350 -50.4611  29.9626 
7351 -50.4897  29.9325 
7352 -50.5178  29.9019 
7353 -50.5455  29.8710 
7354 -50.5726  29.8397 
7355 -50.5994  29.8081 
7356 -50.6257  29.7759 
7357 -50.6520  29.7431 
7358 -50.6774  29.7103 
7359 -50.7026  29.6771 
7360 -50.7272  29.6437 
7361 -50.7514  29.6099 
7362 -50.7752  29.5760 
7363 -50.7984  29.5420 
7364 -50.8215  29.5072 
7365 -50.8439  29.4726 
7366 -50.8662  29.4374 
7367 -50.8879  29.4022 
7368 -50.9091  29.3671 
7369 -50.9303  29.3309 
7370 -50.9511  29.2946 
7371 -50.9713  29.2584 
7372 -50.9909  29.2227 
7373 -51.0109  29.1851 
7374 -51.0302  29.1481 
7375 -51.0491  29.1109 
7376 -51.0676  29.0738 
7377 -51.0854  29.0373 
7378 -51.1040  28.9982 
7379 -51.1216  28.9604 
7380 -51.1387  28.9228 
7381 -51.1561  28.8837 
7382 -51.1730  28.8452 
7383 -51.1894  28.8066 
7384 -51.2056  28.7681 
7385 -51.2217  28.7287 
7386 -51.2373  28.6899 
7387 -51.2529  28.6501 
7388 -51.2681  28.6105 
7389 -51.2829  28.5709 
7390 -51.2974  28.5309 
7391 -51.3114  28.4916 
7392 -51.3250  28.4523 
7393 -51.3390  28.4106 
7394 -51.3520  28.3705 
7395 -51.3645  28.3306 
7396 -51.3772  28.2888 
7397 -51.3892  28.2480 
7398 -51.4006  28.2070 
7399 -51.4116  28.1663 
7400 -51.4221  28.1256 
7401 -51.4324  28.0841 
7402 -51.4419  28.0437 
7403 -51.4515  28.0007 
7404 -51.4603  27.9584 
7405 -51.4685  27.9170 
7406 -51.4761  27.8757 
7407 -51.4834  27.8331 
7408 -51.4902  27.7907 
7409 -51.4963  27.7487 
7410 -51.5021  27.7057 
7411 -51.5073  27.6632 
7412 -51.5120  27.6215 
7413 -51.5162  27.5795 
7414 -51.5203  27.5354 
7415 -51.5238  27.4926 
7416 -51.5269  27.4503 
7417 -51.5297  27.4075 
7418 -51.5322  27.3639 
7419 -51.5345  27.3208 
7420 -51.5364  27.2771 
7421 -51.5381  27.2337 
7422 -51.5395  27.1917 
7423 -51.5407  27.1489 
7424 -51.5418  27.1040 
7425 -51.5426  27.0613 
7426 -51.5434  27.0181 
7427 -51.5440  26.9738 
7428 -51.5444  26.9305 
7429 -51.5449  26.8877 
7430 -51.5453  26.8445 
7431 -51.5456  26.8006 
7432 -51.5459  26.7572 
7433 -51.5461  26.7140 
7434 -51.5462  26.6711 
7435 -51.5462  26.6277 
7436 -51.5462  26.5843 
7437 -51.5460  26.5411 
7438 -51.5457  26.4984 
7439 -51.5451  26.4550 
7440 -51.5445  26.4113 
7441 -51.5436  26.3681 
7442 -51.5425  26.3250 
7443 -51.5412  26.2819 
7444 -51.5397  26.2395 
7445 -51.5379  26.1962 
7446 -51.5358  26.1528 
7447 -51.5334  26.1098 
7448 -51.5307  26.0669 
7449 -51.5277  26.0239 
7450 -51.5243  25.9814 
7451 -51.5207  25.9395 
7452 -51.5165  25.8962 
7453 -51.5119  25.8529 
7454 -51.5071  25.8107 
7455 -51.5017  25.7679 
7456 -51.4959  25.7253 
7457 -51.4899  25.6837 
7458 -51.4833  25.6407 
7459 -51.4762  25.5979 
7460 -51.4689  25.5557 
7461 -51.4611  25.5136 
7462 -51.4530  25.4715 
7463 -51.4447  25.4303 
7464 -51.4358  25.3880 
7465 -51.4266  25.3462 
7466 -51.4170  25.3043 
7467 -51.4071  25.2625 
7468 -51.3969  25.2212 
7469 -51.3863  25.1797 
7470 -51.3753  25.1384 
7471 -51.3641  25.0973 
7472 -51.3531  25.0581 
7473 -51.3413  25.0172 
7474 -51.3292  24.9768 
7475 -51.3165  24.9351 
7476 -51.3035  24.8938 
7477 -51.2905  24.8536 
7478 -51.2771  24.8132 
7479 -51.2635  24.7731 
7480 -51.2499  24.7340 
7481 -51.2355  24.6937 
7482 -51.2212  24.6546 
7483 -51.2062  24.6147 
7484 -51.1913  24.5761 
7485 -51.1758  24.5367 
7486 -51.1599  24.4977 
7487 -51.1438  24.4590 
7488 -51.1277  24.4215 
7489 -51.1107  24.3827 
7490 -51.0935  24.3445 
7491 -51.0760  24.3067 
7492 -51.0584  24.2697 
7493 -51.0400  24.2320 
7494 -51.0213  24.1947 
7495 -51.0024  24.1579 
7496 -50.9830  24.1213 
7497 -50.9632  24.0849 
7498 -50.9430  24.0487 
7499 -50.9224  24.0129 
7500 -50.9017  23.9778 
7501 -50.8800  23.9420 
7502 -50.8582  23.9070 
7503 -50.8360  23.8722 
7504 -50.8133  23.8378 
7505 -50.7903  23.8039 
7506 -50.7666  23.7698 
7507 -50.7428  23.7366 
7508 -50.7182  23.7034 
7509 -50.6935  23.6709 
7510 -50.6683  23.6388 
7511 -50.6423  23.6066 
7512 -50.6161  23.5751 
7513 -50.5894  23.5441 
7514 -50.5623  23.5135 
7515 -50.5346  23.4834 
7516 -50.5065  23.4537 
7517 -50.4779  23.4245 
7518 -50.4489  23.3959 
7519 -50.4193  23.3678 
7520 -50.3894  23.3403 
7521 -50.3587  23.3131 
7522 -50.3280  23.2868 
7523 -50.2962  23.2606 
7524 -50.2640  23.2352 
7525 -50.2316  23.2106 
7526 -50.1989  23.1867 
7527 -50.1651  23.1628 
7528 -50.1314  23.1401 
7529 -50.0971  23.1179 
7530 -50.0620  23.0959 
7531 -50.0262  23.0744 
7532 -49.9910  23.0542 
7533 -49.9541  23.0337 
7534 -49.9176  23.0143 
7535 -49.8809  22.9955 
7536 -49.8443  22.9775 
7537 -49.8062  22.9596 
7538 -49.7680  22.9424 
7539 -49.7300  22.9260 
7540 -49.6913  22.9100 
7541 -49.6531  22.8949 
7542 -49.6145  22.8802 
7543 -49.5743  22.8657 
7544 -49.5344  22.8520 
7545 -49.4947  22.8390 
7546 -49.4546  22.8265 
7547 -49.4144  22.8147 
7548 -49.3743  22.8035 
7549 -49.3350  22.7930 
7550 -49.2925  22.7824 
7551 -49.2515  22.7727 
7552 -49.2104  22.7635 
7553 -49.1693  22.7549 
7554 -49.1280  22.7466 
7555 -49.0871  22.7389 
7556 -49.0444  22.7314 
7557 -49.0026  22.7245 
7558 -48.9613  22.7180 
7559 -48.9201  22.7120 
7560 -48.8768  22.7059 
7561 -48.8340  22.7003 
7562 -48.7917  22.6951 
7563 -48.7491  22.6902 
7564 -48.7065  22.6855 
7565 -48.6642  22.6811 
7566 -48.6219  22.6770 
7567 -48.5788  22.6730 
7568 -48.5366  22.6692 
7569 -48.4928  22.6655 
7570 -48.4502  22.6620 
7571 -48.4063  22.6586 
7572 -48.3634  22.6554 
7573 -48.3197  22.6522 
7574 -48.2775  22.6492 
7575 -48.2350  22.6463 
7576 -48.1902  22.6434 
7577 -48.1472  22.6408 
7578 -48.1043  22.6381 
7579 -48.0598  22.6355 
7580 -48.0167  22.6331 
7581 -47.9733  22.6307 
7582 -47.9298  22.6284 
7583 -47.8875  22.6263 
7584 -47.8446  22.6242 
7585 -47.7998  22.6220 
7586 -47.7565  22.6200 
7587 -47.7133  22.6181 
7588 -47.6687  22.6162 
7589 -47.6251  22.6143 
7590 -47.5827  22.6125 
7591 -47.5395  22.6106 
7592 -47.4954  22.6087 
7593 -47.4518  22.6069 
7594 -47.4072  22.6050 
7595 -47.3631  22.6031 
7596 -47.3195  22.6013 
7597 -47.2757  22.5994 
7598 -47.2328  22.5976 
7599 -47.1890  22.5958 
7600 -47.1445  22.5939 
7601 -47.1023  22.5922 
7602 -47.0601  22.5905 
7603 -47.0146  22.5886 
7604 -46.9691  22.5867 
7605 -46.9258  22.5849 
7606 -46.8819  22.5831 
7607 -46.8390  22.5814 
7608 -46.7948  22.5795 
7609 -46.7520  22.5778 
7610 -46.7100  22.5761 
7611 -46.6664  22.5743 
7612 -46.6238  22.5725 
7613 -46.5800  22.5707 
7614 -46.5348  22.5688 
7615 -46.4902  22.5670 
7616 -46.4469  22.5651 
7617 -46.4027  22.5632 
7618 -46.3579  22.5607 
7619 -46.3138  22.5580 
7620 -46.2702  22.5552 
7621 -46.2259  22.5523 
7622 -46.1814  22.5492 
7623 -46.1381  22.5460 
7624 -46.0937  22.5425 
7625 -46.0498  22.5388 
7626 -46.0052  22.5349 
7627 -45.9613  22.5308 
7628 -45.9166  22.5264 
7629 -45.8723  22.5218 
7630 -45.8277  22.5169 
7631 -45.7836  22.5117 
7632 -45.7387  22.5062 
7633 -45.6937  22.5003 
7634 -45.6497  22.4942 
7635 -45.6050  22.4876 
7636 -45.5605  22.4807 
7637 -45.5178  22.4736 
7638 -45.4731  22.4658 
7639 -45.4295  22.4577 
7640 -45.3852  22.4490 
7641 -45.3412  22.4399 
7642 -45.2976  22.4304 
7643 -45.2542  22.4203 
7644 -45.2108  22.4097 
7645 -45.1677  22.3985 
7646 -45.1248  22.3867 
7647 -45.0824  22.3742 
7648 -45.0401  22.3610 
7649 -44.9983  22.3471 
7650 -44.9575  22.3327 
7651 -44.9163  22.3172 
7652 -44.8767  22.3012 
7653 -44.8363  22.2839 
7654 -44.7969  22.2659 
7655 -44.7584  22.2470 
7656 -44.7206  22.2272 
7657 -44.6841  22.2067 
7658 -44.6475  22.1847 
7659 -44.6121  22.1620 
7660 -44.5776  22.1380 
7661 -44.5440  22.1131 
7662 -44.5114  22.0871 
7663 -44.4799  22.0600 
7664 -44.4499  22.0321 
7665 -44.4200  22.0022 
7666 -44.3918  21.9718 
7667 -44.3653  21.9410 
7668 -44.3382  21.9074 
7669 -44.3128  21.8735 
7670 -44.2893  21.8398 
7671 -44.2655  21.8036 
7672 -44.2435  21.7676 
7673 -44.2219  21.7299 
7674 -44.2019  21.6925 
7675 -44.1822  21.6533 
7676 -44.1637  21.6139 
7677 -44.1461  21.5740 
7678 -44.1297  21.5340 
7679 -44.1136  21.4924 
7680 -44.0988  21.4511 
7681 -44.0846  21.4089 
7682 -44.0712  21.3664 
7683 -44.0587  21.3237 
7684 -44.0470  21.2810 
7685 -44.0359  21.2373 
7686 -44.0257  21.1938 
7687 -44.0162  21.1501 
7688 -44.0073  21.1062 
7689 -43.9992  21.0623 
7690 -43.9919  21.0184 
7691 -43.9852  20.9741 
7692 -43.9794  20.9302 
7693 -43.9744  20.8859 
7694 -43.9701  20.8417 
7695 -43.9668  20.7976 
7696 -43.9643  20.7535 
7697 -43.9626  20.7096 
7698 -43.9619  20.6654 
7699 -43.9621  20.6217 
7700 -43.9633  20.5779 
7701 -43.9654  20.5345 
7702 -43.9686  20.4910 
7703 -43.9728  20.4478 
7704 -43.9780  20.4050 
7705 -43.9843  20.3627 
7706 -43.9918  20.3200 
7707 -44.0004  20.2779 
7708 -44.0101  20.2362 
7709 -44.0209  20.1950 
7710 -44.0328  20.1548 
7711 -44.0463  20.1139 
7712 -44.0610  20.0733 
7713 -44.0767  20.0339 
7714 -44.0938  19.9945 
7715 -44.1117  19.9561 
7716 -44.1308  19.9184 
7717 -44.1516  19.8800 
7718 -44.1730  19.8430 
7719 -44.1952  19.8070 
7720 -44.2193  19.7704 
7721 -44.2438  19.7352 
7722 -44.2689  19.7011 
7723 -44.2949  19.6677 
7724 -44.3229  19.6337 
7725 -44.3517  19.6004 
7726 -44.3809  19.5684 
7727 -44.4109  19.5373 
7728 -44.4420  19.5065 
7729 -44.4734  19.4770 
7730 -44.5052  19.4484 
7731 -44.5392  19.4194 
7732 -44.5728  19.3922 
7733 -44.6063  19.3662 
7734 -44.6423  19.3397 
7735 -44.6784  19.3145 
7736 -44.7147  19.2903 
7737 -44.7515  19.2669 
7738 -44.7888  19.2443 
7739 -44.8267  19.2225 
7740 -44.8642  19.2018 
7741 -44.9017  19.1820 
7742 -44.9430  19.1612 
7743 -44.9821  19.1425 
7744 -45.0207  19.1247 
7745 -45.0611  19.1070 
7746 -45.1038  19.0890 
7747 -45.1449  19.0725 
7748 -45.1862  19.0566 
7749 -45.2272  19.0415 
7750 -45.2677  19.0272 
7751 -45.3094  19.0130 
7752 -45.3532  18.9988 
7753 -45.3963  18.9853 
7754 -45.4390  18.9725 
7755 -45.4816  18.9603 
7756 -45.5251  18.9482 
7757 -45.5673  18.9370 
7758 -45.6102  18.9260 
7759 -45.6538  18.9152 
7760 -45.6969  18.9050 
7761 -45.7410  18.8949 
7762 -45.7829  18.8857 
7763 -45.8255  18.8767 
7764 -45.8701  18.8676 
7765 -45.9153  18.8588 
7766 -45.9596  18.8505 
7767 -46.0033  18.8427 
7768 -46.0470  18.8352 
7769 -46.0909  18.8280 
7770 -46.1343  18.8212 
7771 -46.1780  18.8146 
7772 -46.2224  18.8082 
7773 -46.2659  18.8022 
7774 -46.3098  18.7965 
7775 -46.3539  18.7909 
7776 -46.3980  18.7857 
7777 -46.4418  18.7807 
7778 -46.4858  18.7760 
7779 -46.5305  18.7714 
7780 -46.5745  18.7671 
7781 -46.6186  18.7630 
7782 -46.6624  18.7591 
7783 -46.7065  18.7554 
7784 -46.7497  18.7520 
7785 -46.7938  18.7486 
7786 -46.8385  18.7453 
7787 -46.8825  18.7422 
7788 -46.9262  18.7391 
7789 -46.9702  18.7362 
7790 -47.0139  18.7333 
7791 -47.0566  18.7305 
7792 -47.1011  18.7277 
7793 -47.1459  18.7249 
7794 -47.1893  18.7221 
7795 -47.2334  18.7193 
7796 -47.2767  18.7165 
7797 -47.3207  18.7136 
7798 -47.3648  18.7105 
7799 -47.4085  18.7075 
7800 -47.4521  18.7043 
7801 -47.4956  18.7011 
7802 -47.5391  18.6977 
7803 -47.5822  18.6940 
7804 -47.6242  18.6904 
7805 -47.6685  18.6863 
7806 -47.7124  18.6821 
7807 -47.7554  18.6778 
7808 -47.7977  18.6733 
7809 -47.8414  18.6684 
7810 -47.8840  18.6635 
7811 -47.9275  18.6582 
7812 -47.9700  18.6529 
7813 -48.0133  18.6471 
7814 -48.0556  18.6413 
7815 -48.0984  18.6351 
7816 -48.1416  18.6287 
7817 -48.1844  18.6220 
7818 -48.2268  18.6151 
7819 -48.2677  18.6081 
7820 -48.3107  18.6005 
7821 -48.3532  18.5927 
7822 -48.3951  18.5847 
7823 -48.4367  18.5766 
7824 -48.4786  18.5680 
7825 -48.5197  18.5593 
7826 -48.5616  18.5500 
7827 -48.6024  18.5407 
7828 -48.6446  18.5307 
7829 -48.6859  18.5206 
7830 -48.7269  18.5102 
7831 -48.7675  18.4994 
7832 -48.8076  18.4885 
7833 -48.8486  18.4768 
7834 -48.8890  18.4649 
7835 -48.9277  18.4530 
7836 -48.9682  18.4402 
7837 -49.0083  18.4269 
7838 -49.0469  18.4136 
7839 -49.0863  18.3995 
7840 -49.1253  18.3850 
7841 -49.1638  18.3701 
7842 -49.2019  18.3548 
7843 -49.2398  18.3390 
7844 -49.2773  18.3227 
7845 -49.3145  18.3058 
7846 -49.3509  18.2887 
7847 -49.3871  18.2709 
7848 -49.4237  18.2523 
7849 -49.4595  18.2332 
7850 -49.4947  18.2138 
7851 -49.5297  18.1936 
7852 -49.5641  18.1730 
7853 -49.5981  18.1517 
7854 -49.6318  18.1299 
7855 -49.6649  18.1075 
7856 -49.6975  18.0846 
7857 -49.7295  18.0612 
7858 -49.7613  18.0370 
7859 -49.7924  18.0124 
7860 -49.8230  17.9873 
7861 -49.8531  17.9615 
7862 -49.8827  17.9353 
7863 -49.9116  17.9085 
7864 -49.9400  17.8812 
7865 -49.9679  17.8532 
7866 -49.9951  17.8247 
7867 -50.0217  17.7957 
7868 -50.0476  17.7662 
7869 -50.0725  17.7366 
7870 -50.0975  17.7055 
7871 -50.1212  17.6747 
7872 -50.1446  17.6428 
7873 -50.1672  17.6106 
7874 -50.1888  17.5780 
7875 -50.2096  17.5452 
7876 -50.2300  17.5113 
7877 -50.2493  17.4776 
7878 -50.2686  17.4423 
7879 -50.2869  17.4068 
7880 -50.3045  17.3711 
7881 -50.3214  17.3350 
7882 -50.3376  17.2988 
7883 -50.3533  17.2616 
7884 -50.3683  17.2247 
7885 -50.3829  17.1867 
7886 -50.3966  17.1491 
7887 -50.4102  17.1100 
7888 -50.4230  17.0713 
7889 -50.4353  17.0322 
7890 -50.4471  16.9928 
7891 -50.4584  16.9531 
7892 -50.4692  16.9132 
7893 -50.4796  16.8729 
7894 -50.4895  16.8324 
7895 -50.4990  16.7919 
7896 -50.5078  16.7520 
7897 -50.5163  16.7115 
7898 -50.5248  16.6691 
7899 -50.5326  16.6282 
7900 -50.5403  16.5857 
7901 -50.5474  16.5451 
7902 -50.5546  16.5011 
7903 -50.5614  16.4589 
7904 -50.5677  16.4172 
7905 -50.5737  16.3759 
7906 -50.5801  16.3314 
7907 -50.5860  16.2887 
7908 -50.5919  16.2460 
7909 -50.5977  16.2031 
7910 -50.6034  16.1603 
7911 -50.6091  16.1169 
7912 -50.6147  16.0743 
7913 -50.6206  16.0299 
7914 -50.6262  15.9861 
7915 -50.6319  15.9426 
7916 -50.6376  15.8989 
7917 -50.6433  15.8553 
7918 -50.6491  15.8116 
7919 -50.6549  15.7683 
7920 -50.6610  15.7239 
7921 -50.6671  15.6804 
7922 -50.6734  15.6366 
7923 -50.6800  15.5937 
7924 -50.6876  15.5481 
7925 -50.6955  15.5045 
7926 -50.7036  15.4610 
7927 -50.7124  15.4174 
7928 -50.7213  15.3755 
7929 -50.7309  15.3336 
7930 -50.7417  15.2895 
7931 -50.7529  15.2473 
7932 -50.7647  15.2058 
7933 -50.7772  15.1652 
7934 -50.7905  15.1247 
7935 -50.8050  15.0844 
7936 -50.8201  15.0451 
7937 -50.8363  15.0065 
7938 -50.8534  14.9688 
7939 -50.8716  14.9318 
7940 -50.8911  14.8954 
7941 -50.9110  14.8610 
7942 -50.9323  14.8273 
7943 -50.9557  14.7931 
7944 -50.9806  14.7599 
7945 -51.0065  14.7285 
7946 -51.0335  14.6981 
7947 -51.0619  14.6689 
7948 -51.0904  14.6417 
7949 -51.1211  14.6147 
7950 -51.1540  14.5878 
7951 -51.1869  14.5631 
7952 -51.2209  14.5393 
7953 -51.2558  14.5166 
7954 -51.2918  14.4949 
7955 -51.3274  14.4750 
7956 -51.3652  14.4554 
7957 -51.4037  14.4369 
7958 -51.4434  14.4192 
7959 -51.4832  14.4027 
7960 -51.5238  14.3873 
7961 -51.5641  14.3730 
7962 -51.6056  14.3595 
7963 -51.6481  14.3468 
7964 -51.6889  14.3356 
7965 -51.7318  14.3248 
7966 -51.7759  14.3146 
7967 -51.8181  14.3058 
7968 -51.8616  14.2975 
7969 -51.9055  14.2900 
7970 -51.9484  14.2836 
7971 -51.9921  14.2778 
7972 -52.0353  14.2729 
7973 -52.0778  14.2690 
7974 -52.1214  14.2658 
7975 -52.1656  14.2634 
7976 -52.2092  14.2619 
7977 -52.2526  14.2614 
7978 -52.2951  14.2617 
7979 -52.3385  14.2630 
7980 -52.3815  14.2652 
7981 -52.4244  14.2683 
7982 -52.4663  14.2724 
7983 -52.5089  14.2776 
7984 -52.5512  14.2838 
7985 -52.5926  14.2909 
7986 -52.6344  14.2992 
7987 -52.6751  14.3084 
7988 -52.7150  14.3186 
7989 -52.7561  14.3304 
7990 -52.7969  14.3433 
7991 -52.8366  14.3573 
7992 -52.8753  14.3723 
7993 -52.9144  14.3888 
7994 -52.9523  14.4063 
7995 -52.9900  14.4252 
7996 -53.0269  14.4452 
7997 -53.0631  14.4663 
7998 -53.0977  14.4880 
7999 -53.1328  14.5117 
8000 -53.1662  14.5359 
8001 -53.1998  14.5619 
8002 -53.2313  14.5881 
8003 -53.2625  14.6160 
8004 -53.2929  14.6450 
8005 -53.3218  14.6745 
8006 -53.3499  14.7054 
8007 -53.3767  14.7368 
8008 -53.4021  14.7688 
8009 -53.4269  14.8025 
8010 -53.4505  14.8370 
8011 -53.4727  14.8719 
8012 -53.4933  14.9071 
8013 -53.5133  14.9440 
8014 -53.5318  14.9811 
8015 -53.5489  15.0188 
8016 -53.5648  15.0571 
8017 -53.5796  15.0960 
8018 -53.5932  15.1355 
8019 -53.6059  15.1755 
8020 -53.6175  15.2159 
8021 -53.6281  15.2568 
8022 -53.6379  15.2981 
8023 -53.6468  15.3398 
8024 -53.6549  15.3817 
8025 -53.6623  15.4241 
8026 -53.6690  15.4668 
8027 -53.6750  15.5098 
8028 -53.6805  15.5529 
8029 -53.6853  15.5963 
8030 -53.6896  15.6399 
8031 -53.6935  15.6838 
8032 -53.6970  15.7276 
8033 -53.7000  15.7714 
8034 -53.7028  15.8159 
8035 -53.7051  15.8596 
8036 -53.7073  15.9041 
8037 -53.7093  15.9481 
8038 -53.7111  15.9927 
8039 -53.7127  16.0363 
8040 -53.7142  16.0809 
8041 -53.7155  16.1247 
8042 -53.7167  16.1693 
8043 -53.7178  16.2129 
8044 -53.7187  16.2572 
8045 -53.7195  16.3010 
8046 -53.7203  16.3452 
8047 -53.7209  16.3888 
8048 -53.7214  16.4321 
8049 -53.7218  16.4773 
8050 -53.7221  16.5212 
8051 -53.7224  16.5648 
8052 -53.7225  16.6079 
8053 -53.7225  16.6520 
8054 -53.7225  16.6969 
8055 -53.7225  16.7404 
8056 -53.7224  16.7855 
8057 -53.7224  16.8296 
8058 -53.7222  16.8737 
8059 -53.7220  16.9176 
8060 -53.7217  16.9621 
8061 -53.7213  17.0059 
8062 -53.7209  17.0495 
8063 -53.7203  17.0947 
8064 -53.7197  17.1381 
8065 -53.7190  17.1839 
8066 -53.7180  17.2281 
8067 -53.7167  17.2716 
8068 -53.7152  17.3152 
8069 -53.7132  17.3619 
8070 -53.7109  17.4059 
8071 -53.7082  17.4495 
8072 -53.7050  17.4949 
8073 -53.7013  17.5382 
8074 -53.6970  17.5830 
8075 -53.6920  17.6267 
8076 -53.6866  17.6693 
8077 -53.6804  17.7118 
8078 -53.6732  17.7561 
8079 -53.6654  17.7987 
8080 -53.6568  17.8410 
8081 -53.6475  17.8826 
8082 -53.6373  17.9237 
8083 -53.6255  17.9664 
8084 -53.6133  18.0072 
